Gene ID	Found in	Non-hypothetical Annotation	Which Annotation	Hypothetical Annotation	Which Annotation
NC_000913:47246..47776:CDS	nc_000913 & bop27	"potassium-efflux system ancillary protein for kefc, glutathione-regulated; quinone oxidoreductase, fmn-dependent" || "potassium-efflux system ancillary protein for kefc, glutathione-regulated; quinone oxidoreductase, fmn-dependent"	nc_000913 || bop27		
NC_000913:47769..49631:CDS	nc_000913 & bop27	"potassium:proton antiporter" || "potassium:proton antiporter"	nc_000913 || bop27		
NC_000913:49823..50302:CDS	nc_000913 & bop27	"dihydrofolate reductase" || "dihydrofolate reductase"	nc_000913 || bop27		
NC_000913:complement(50380..51222):CDS	nc_000913 & bop27	"diadenosine tetraphosphatase" || "diadenosine tetraphosphatase"	nc_000913 || bop27		
NC_000913:complement(51229..51606):CDS	nc_000913 & bop27	"protein associated with co2+ and mg2+ efflux" || "protein associated with co2+ and mg2+ efflux"	nc_000913 || bop27		
NC_000913:complement(51609..52430):CDS	nc_000913 & bop27	"16s rrna m(6)a1518, m(6)a1519 dimethyltransferase, sam-dependent" || "16s rrna m(6)a1518, m(6)a1519 dimethyltransferase, sam-dependent"	nc_000913 || bop27		
NC_000913:complement(52427..53416):CDS	nc_000913 & bop27	"4-hydroxy-l-threonine phosphate dehydrogenase, nad-dependent" || "4-hydroxy-l-threonine phosphate dehydrogenase, nad-dependent"	nc_000913 || bop27		
NC_000913:complement(53416..54702):CDS	nc_000913 & bop27	"peptidyl-prolyl cis-trans isomerase (ppiase)" || "peptidyl-prolyl cis-trans isomerase (ppiase)"	nc_000913 || bop27		
NC_000913:complement(54755..57109):CDS	nc_000913 & bop27	"lps assembly om complex lptde, beta-barrel component" || "lps assembly om complex lptde, beta-barrel component"	nc_000913 || bop27		
NC_000913:57364..58179:CDS	nc_000913 & bop27	"membrane-anchored dnak co-chaperone, dna-binding protein" || "membrane-anchored dnak co-chaperone, dna-binding protein"	nc_000913 || bop27		
NC_000913:join(58474..59052,59052..59279):CDS	nc_000913 & bop27		nc_000913 || bop27		
NC_000913:complement(59687..60346):CDS	nc_000913 & bop27	"dual specificity 23s rrna pseudouridine(746), trna pseudouridine(32) synthase, sam-dependent" || "dual specificity 23s rrna pseudouridine(746), trna pseudouridine(32) synthase, sam-dependent"	nc_000913 || bop27		
NC_000913:complement(60358..63264):CDS	nc_000913 & bop27	"rna polymerase remodeling/recycling factor atpase; rna polymerase-associated, atp-dependent rna translocase" || "rna polymerase remodeling/recycling factor atpase; rna polymerase-associated, atp-dependent rna translocase"	nc_000913 || bop27		
NC_000913:complement(63429..65780):CDS	nc_000913 & bop27	"dna polymerase ii" || "dna polymerase ii"	nc_000913 || bop27		
NC_000913:complement(65855..66550):CDS	nc_000913 & bop27	"l-ribulose-5-phosphate 4-epimerase" || "l-ribulose-5-phosphate 4-epimerase"	nc_000913 || bop27		
NC_000913:complement(66835..68337):CDS	nc_000913 & bop27	"l-arabinose isomerase" || "l-arabinose isomerase"	nc_000913 || bop27		
NC_000913:complement(68348..70048):CDS	nc_000913 & bop27	"l-ribulokinase" || "l-ribulokinase"	nc_000913 || bop27		
NC_000913:70387..71265:CDS	nc_000913 & bop27	"ara regulon transcriptional activator; autorepressor" || "ara regulon transcriptional activator; autorepressor"	nc_000913 || bop27		
NC_000913:71351..72115:CDS	nc_000913 & bop27	"deda family inner membrane protein" || "deda family inner membrane protein"	nc_000913 || bop27		
NC_000913:complement(72229..72927):CDS	nc_000913 & bop27	"thiamine/thiamine pyrophosphate abc transporter atpase" || "thiamine/thiamine pyrophosphate abc transporter atpase"	nc_000913 || bop27		
NC_000913:complement(72911..74521):CDS	nc_000913 & bop27	"thiamine/thiamine pyrophosphate abc transporter permease" || "thiamine/thiamine pyrophosphate abc transporter permease"	nc_000913 || bop27		
NC_000913:complement(74497..75480):CDS	nc_000913 & bop27	"thiamine/thiamine pyrophosphate/thiamine monophosphate abc transporter periplasmic binding protein" || "thiamine/thiamine pyrophosphate/thiamine monophosphate abc transporter periplasmic binding protein"	nc_000913 || bop27		
NC_000913:complement(75644..77299):CDS	nc_000913 & bop27	"transcriptional dna-binding transcriptional activator of sgrs srna" || "transcriptional dna-binding transcriptional activator of sgrs srna"	nc_000913 || bop27		
NC_000913:77367..77593:ncRNA	nc_000913 & bop27	"srna antisense regulator destabilzes ptsg mrna, hfq-dependent; regulated by sgrr" || "srna antisense regulator destabilzes ptsg mrna, hfq-dependent; regulated by sgrr"	nc_000913 || bop27		
NC_000913:77388..77519:CDS	nc_000913 & bop27	"inhibitor of glucose uptake" || "inhibitor of glucose uptake"	nc_000913 || bop27		
NC_000913:77621..78799:CDS	nc_000913 & bop27	"broad specificity sugar efflux system" || "broad specificity sugar efflux system"	nc_000913 || bop27		
NC_000913:complement(78848..79453):CDS	nc_000913 & bop27	"3-isopropylmalate dehydratase small subunit" || "3-isopropylmalate dehydratase small subunit"	nc_000913 || bop27		
NC_000913:complement(79464..80864):CDS	nc_000913 & bop27	"3-isopropylmalate dehydratase large subunit" || "3-isopropylmalate dehydratase large subunit"	nc_000913 || bop27		
NC_000913:complement(80867..81958):CDS	nc_000913 & bop27	"3-isopropylmalate dehydrogenase, nad(+)-dependent" || "3-isopropylmalate dehydrogenase, nad(+)-dependent"	nc_000913 || bop27		
NC_000913:complement(81958..83529):CDS	nc_000913 & bop27	"2-isopropylmalate synthase" || "2-isopropylmalate synthase"	nc_000913 || bop27		
NC_000913:complement(83622..83708):CDS	nc_000913 & bop27	"leu operon leader peptide" || "leu operon leader peptide"	nc_000913 || bop27		
NC_000913:84368..85312:CDS	nc_000913 & bop27	"global transcription factor" || "global transcription factor"	nc_000913 || bop27		
NC_000913:85630..87354:CDS	nc_000913 & bop27	"acetolactate synthase 3 large subunit" || "acetolactate synthase 3 large subunit"	nc_000913 || bop27		
NC_000913:87357..87848:CDS	nc_000913 & bop27	"acetolactate synthase 3, small subunit, valine-sensitive" || "acetolactate synthase 3, small subunit, valine-sensitive"	nc_000913 || bop27		
NC_000913:88028..89032:CDS	nc_000913 & bop27	"transcriptional repressor-activator for carbon metabolism" || "transcriptional repressor-activator for carbon metabolism"	nc_000913 || bop27		
NC_000913:89634..90092:CDS	nc_000913 & bop27	"rsmh methytransferase inhibitor" || "rsmh methytransferase inhibitor"	nc_000913 || bop27		
NC_000913:90094..91035:CDS	nc_000913 & bop27	"16s rrna m(4)c1402 methyltransferase, sam-dependent" || "16s rrna m(4)c1402 methyltransferase, sam-dependent"	nc_000913 || bop27		
NC_000913:91032..91397:CDS	nc_000913 & bop27	"membrane bound cell division leucine zipper septum protein" || "membrane bound cell division leucine zipper septum protein"	nc_000913 || bop27		
NC_000913:91413..93179:CDS	nc_000913 & bop27	"transpeptidase involved in septal peptidoglycan synthesis; penicillin-binding protein 3" || "transpeptidase involved in septal peptidoglycan synthesis; penicillin-binding protein 3"	nc_000913 || bop27		
NC_000913:93166..94653:CDS	nc_000913 & bop27	"udp-n-acetylmuramoyl-l-alanyl-d-glutamate:meso- diaminopimelate ligase" || "udp-n-acetylmuramoyl-l-alanyl-d-glutamate:meso- diaminopimelate ligase"	nc_000913 || bop27		
NC_000913:94650..96008:CDS	nc_000913 & bop27	"udp-n-acetylmuramoyl-tripeptide:d-alanyl-d- alanine ligase" || "udp-n-acetylmuramoyl-tripeptide:d-alanyl-d- alanine ligase"	nc_000913 || bop27		
NC_000913:96002..97084:CDS	nc_000913 & bop27	"phospho-n-acetylmuramoyl-pentapeptide transferase" || "phospho-n-acetylmuramoyl-pentapeptide transferase"	nc_000913 || bop27		
NC_000913:97087..98403:CDS	nc_000913 & bop27	"udp-n-acetylmuramoyl-l-alanine:d-glutamate ligase" || "udp-n-acetylmuramoyl-l-alanine:d-glutamate ligase"	nc_000913 || bop27		
NC_000913:98403..99647:CDS	nc_000913 & bop27	"putative lipid ii flippase; integral membrane protein; ftsz ring stabilizer" || "putative lipid ii flippase; integral membrane protein; ftsz ring stabilizer"	nc_000913 || bop27		
NC_000913:99644..100711:CDS	nc_000913 & bop27	"n-acetylglucosaminyl transferase" || "n-acetylglucosaminyl transferase"	nc_000913 || bop27		
NC_000913:100765..102240:CDS	nc_000913 & bop27	"udp-n-acetylmuramate:l-alanine ligase" || "udp-n-acetylmuramate:l-alanine ligase"	nc_000913 || bop27		
NC_000913:102233..103153:CDS	nc_000913 & bop27	"d-alanine:d-alanine ligase" || "d-alanine:d-alanine ligase"	nc_000913 || bop27		
NC_000913:103155..103985:CDS	nc_000913 & bop27	"divisome assembly protein, membrane anchored protein involved in growth of wall at septum" || "divisome assembly protein, membrane anchored protein involved in growth of wall at septum"	nc_000913 || bop27		
NC_000913:103982..105244:CDS	nc_000913 & bop27	"atp-binding cell division ftsk recruitment protein" || "atp-binding cell division ftsk recruitment protein"	nc_000913 || bop27		
NC_000913:105305..106456:CDS	nc_000913 & bop27	"gtp-binding tubulin-like cell division protein" || "gtp-binding tubulin-like cell division protein"	nc_000913 || bop27		
NC_000913:106557..107474:CDS	nc_000913 & bop27	"udp-3-o-acyl n-acetylglucosamine deacetylase" || "udp-3-o-acyl n-acetylglucosamine deacetylase"	nc_000913 || bop27		
NC_000913:107705..108217:CDS	nc_000913 & bop27	"regulator of seca translation" || "regulator of seca translation"	nc_000913 || bop27		
NC_000913:108279..110984:CDS	nc_000913 & bop27	"preprotein translocase subunit, atpase" || "preprotein translocase subunit, atpase"	nc_000913 || bop27		
NC_000913:111044..111433:CDS	nc_000913 & bop27	"dgtp-preferring nucleoside triphosphate pyrophosphohydrolase" || "dgtp-preferring nucleoside triphosphate pyrophosphohydrolase"	nc_000913 || bop27		
NC_000913:complement(111649..111846):CDS	nc_000913 & bop27	"dna gyrase inhibitor" || "dna gyrase inhibitor"	nc_000913 || bop27		
NC_000913:complement(111856..112599):CDS	nc_000913 & bop27	"ftsz stabilizer" || "ftsz stabilizer"	nc_000913 || bop27		
NC_000913:complement(112599..113219):CDS	nc_000913 & bop27	"dephospho-coa kinase" || "dephospho-coa kinase"	nc_000913 || bop27		
NC_000913:113444..114487:CDS	nc_000913 & bop27	"gmp reductase" || "gmp reductase"	nc_000913 || bop27		
NC_000913:complement(114522..115724):CDS	nc_000913 & bop27	"assembly protein in type iv pilin biogenesis, transmembrane protein" || "assembly protein in type iv pilin biogenesis, transmembrane protein"	nc_000913 || bop27		
NC_000913:complement(115714..117099):CDS	nc_000913 & bop27	"t2se secretion family protein; p-loop atpase superfamily protein" || "t2se secretion family protein; p-loop atpase superfamily protein"	nc_000913 || bop27		
NC_000913:complement(117109..117549):CDS	nc_000913 & bop27	"putative prepilin peptidase-dependent pilin" || "putative prepilin peptidase-dependent pilin"	nc_000913 || bop27		
NC_000913:complement(117752..118645):CDS	nc_000913 & bop27	"quinolinate phosphoribosyltransferase" || "quinolinate phosphoribosyltransferase"	nc_000913 || bop27		
NC_000913:118733..119284:CDS	nc_000913 & bop27	"1,6-anhydro-n-acetylmuramyl-l-alanine amidase, zn-dependent; murein amidase" || "1,6-anhydro-n-acetylmuramyl-l-alanine amidase, zn-dependent; murein amidase"	nc_000913 || bop27		
NC_000913:119281..120135:CDS	nc_000913 & bop27	"ampicillin resistance inner membrane protein; putative signaling protein in beta-lactamase regulation" || "ampicillin resistance inner membrane protein; putative signaling protein in beta-lactamase regulation"	nc_000913 || bop27		
NC_000913:complement(120178..121551):CDS	nc_000913 & bop27	"aromatic amino acid transporter" || "aromatic amino acid transporter"	nc_000913 || bop27		
NC_000913:122092..122856:CDS	nc_000913 & bop27	"pyruvate dehydrogenase complex repressor; autorepressor" || "pyruvate dehydrogenase complex repressor; autorepressor"	nc_000913 || bop27		
NC_000913:123017..125680:CDS	nc_000913 & bop27	"pyruvate dehydrogenase, decarboxylase component e1, thiamine triphosphate-binding" || "pyruvate dehydrogenase, decarboxylase component e1, thiamine triphosphate-binding"	nc_000913 || bop27		
NC_000913:125695..127587:CDS	nc_000913 & bop27	"pyruvate dehydrogenase, dihydrolipoyltransacetylase component e2" || "pyruvate dehydrogenase, dihydrolipoyltransacetylase component e2"	nc_000913 || bop27		
NC_000913:127912..129336:CDS	nc_000913 & bop27	"dihydrolipoyl dehydrogenase; e3 component of pyruvate and 2-oxoglutarate dehydrogenases complexes; glycine cleavage system l protein; dihydrolipoamide dehydrogenase" || "dihydrolipoyl dehydrogenase; e3 component of pyruvate and 2-oxoglutarate dehydrogenases complexes; glycine cleavage system l protein; dihydrolipoamide dehydrogenase"	nc_000913 || bop27		
NC_000913:complement(129407..131260):CDS	nc_000913 & bop27	"duf3300 family protein" || "duf3300 family protein"	nc_000913 || bop27		
NC_000913:131615..134212:CDS	nc_000913 & bop27	"aconitate hydratase 2; aconitase b; 2-methyl-cis-aconitate hydratase" || "aconitate hydratase 2; aconitase b; 2-methyl-cis-aconitate hydratase"	nc_000913 || bop27		
NC_000913:134388..134750:CDS	nc_000913 & bop27	"upf0231 family protein" || "upf0231 family protein"	nc_000913 || bop27		
NC_000913:complement(134788..135582):CDS	nc_000913 & bop27	"s-adenosylmethionine decarboxylase" || "s-adenosylmethionine decarboxylase"	nc_000913 || bop27		
NC_000913:complement(135598..136464):CDS	nc_000913 & bop27	"spermidine synthase (putrescine aminopropyltransferase)" || "spermidine synthase (putrescine aminopropyltransferase)"	nc_000913 || bop27		
NC_000913:complement(136570..136917):CDS	nc_000913 & bop27	"puls_outs family protein" || "puls_outs family protein"	nc_000913 || bop27		
NC_000913:137083..138633:CDS	nc_000913 & bop27	"multicopper oxidase (laccase)" || "multicopper oxidase (laccase)"	nc_000913 || bop27		
NC_000913:complement(138835..141225):CDS	nc_000913 & bop27	"glucose dehydrogenase" || "glucose dehydrogenase"	nc_000913 || bop27		
NC_000913:141431..141967:CDS	nc_000913 & bop27	"hypoxanthine phosphoribosyltransferase" || "hypoxanthine phosphoribosyltransferase"	nc_000913 || bop27		
NC_000913:complement(142008..142670):CDS	nc_000913 & bop27	"carbonic anhydrase" || "carbonic anhydrase"	nc_000913 || bop27		
NC_000913:142779..143705:CDS	nc_000913 & bop27	"putative abc transporter atpase" || "putative abc transporter atpase"	nc_000913 || bop27		
NC_000913:143702..144472:CDS	nc_000913 & bop27	"putative abc transporter permease" || "putative abc transporter permease"	nc_000913 || bop27		
NC_000913:144577..145017:CDS	nc_000913 & bop27	"putative pts enzyme iia" || "putative pts enzyme iia"	nc_000913 || bop27		
NC_000913:145081..146310:CDS	nc_000913 & bop27	"putative polysaccharide deacetylase lipoprotein" || "putative polysaccharide deacetylase lipoprotein"	nc_000913 || bop27		
NC_000913:complement(146314..146694):CDS	nc_000913 & bop27	"aspartate 1-decarboxylase" || "aspartate 1-decarboxylase"	nc_000913 || bop27		
NC_000913:146968..147870:CDS	nc_000913 & bop27	"transposase_31 family protein" || "transposase_31 family protein"	nc_000913 || bop27		
NC_000913:complement(147944..148795):CDS	nc_000913 & bop27	"pantothenate synthetase" || "pantothenate synthetase"	nc_000913 || bop27		
NC_000913:complement(148807..149601):CDS	nc_000913 & bop27	"3-methyl-2-oxobutanoate hydroxymethyltransferase" || "3-methyl-2-oxobutanoate hydroxymethyltransferase"	nc_000913 || bop27		
NC_000913:complement(149715..150953):CDS	nc_000913 & bop27	"putative fimbrial-like adhesin protein" || "putative fimbrial-like adhesin protein"	nc_000913 || bop27		
NC_000913:complement(151003..151599):CDS	nc_000913 & bop27	"putative fimbrial-like adhesin protein" || "putative fimbrial-like adhesin protein"	nc_000913 || bop27		
NC_000913:complement(151626..152231):CDS	nc_000913 & bop27	"putative fimbrial-like adhesin protein" || "putative fimbrial-like adhesin protein"	nc_000913 || bop27		
NC_000913:complement(152243..152812):CDS	nc_000913 & bop27	"putative fimbrial-like adhesin protein" || "putative fimbrial-like adhesin protein"	nc_000913 || bop27		
NC_000913:complement(152829..155426):CDS	nc_000913 & bop27	"putative outer membrane usher protein" || "putative outer membrane usher protein"	nc_000913 || bop27		
NC_000913:complement(155461..156201):CDS	nc_000913 & bop27	"putative periplasmic pilin chaperone" || "putative periplasmic pilin chaperone"	nc_000913 || bop27		
NC_000913:complement(156299..156883):CDS	nc_000913 & bop27	"putative fimbrial-like adhesin protein" || "putative fimbrial-like adhesin protein"	nc_000913 || bop27		
NC_000913:complement(157253..157732):CDS	nc_000913 & bop27	"2-amino-4-hydroxy-6-hydroxymethyldihyropteridine pyrophosphokinase" || "2-amino-4-hydroxy-6-hydroxymethyldihyropteridine pyrophosphokinase"	nc_000913 || bop27		
NC_000913:complement(157729..159126):CDS	nc_000913 & bop27	"poly(a) polymerase" || "poly(a) polymerase"	nc_000913 || bop27		
NC_000913:complement(159186..160112):CDS	nc_000913 & bop27	"glutamyl-q trna(asp) synthetase" || "glutamyl-q trna(asp) synthetase"	nc_000913 || bop27		
NC_000913:complement(160149..160604):CDS	nc_000913 & bop27	"transcriptional regulator of rrna transcription; dnak suppressor protein" || "transcriptional regulator of rrna transcription; dnak suppressor protein"	nc_000913 || bop27		
NC_000913:complement(160782..161486):CDS	nc_000913 & bop27	"sugar fermentation stimulation protein a" || "sugar fermentation stimulation protein a"	nc_000913 || bop27		
NC_000913:complement(161501..162031):CDS	nc_000913 & bop27	"2'-5' rna ligase" || "2'-5' rna ligase"	nc_000913 || bop27		
NC_000913:162105..164534:CDS	nc_000913 & bop27	"putative atp-dependent helicase" || "putative atp-dependent helicase"	nc_000913 || bop27		
NC_000913:164730..167264:CDS	nc_000913 & bop27	"fused glycosyl transferase and transpeptidase" || "fused glycosyl transferase and transpeptidase"	nc_000913 || bop27		
NC_000913:167484..169727:CDS	nc_000913 & bop27	"ferrichrome outer membrane transporter" || "ferrichrome outer membrane transporter"	nc_000913 || bop27		
NC_000913:169778..170575:CDS	nc_000913 & bop27	"iron(3+)-hydroxamate import abc transporter atpase" || "iron(3+)-hydroxamate import abc transporter atpase"	nc_000913 || bop27		
NC_000913:170575..171465:CDS	nc_000913 & bop27	"iron(3+)-hydroxamate import abc transporter periplasmic binding protein" || "iron(3+)-hydroxamate import abc transporter periplasmic binding protein"	nc_000913 || bop27		
NC_000913:171462..173444:CDS	nc_000913 & bop27	"iron(3+)-hydroxamate import abc transporter permease" || "iron(3+)-hydroxamate import abc transporter permease"	nc_000913 || bop27		
NC_000913:complement(173602..174882):CDS	nc_000913 & bop27	"glutamate-1-semialdehyde aminotransferase (aminomutase)" || "glutamate-1-semialdehyde aminotransferase (aminomutase)"	nc_000913 || bop27		
NC_000913:175107..176528:CDS	nc_000913 & bop27	"h(+)/cl(-) exchange transporter" || "h(+)/cl(-) exchange transporter"	nc_000913 || bop27		
NC_000913:176610..176954:CDS	nc_000913 & bop27	"iron-sulfur cluster insertion protein" || "iron-sulfur cluster insertion protein"	nc_000913 || bop27		
NC_000913:complement(177001..177624):CDS	nc_000913 & bop27	"upf0126 family inner membrane protein" || "upf0126 family inner membrane protein"	nc_000913 || bop27		
NC_000913:complement(177662..178462):CDS	nc_000913 & bop27	"vitamin b12 abc transporter periplasmic binding protein" || "vitamin b12 abc transporter periplasmic binding protein"	nc_000913 || bop27		
NC_000913:complement(178455..179153):CDS	nc_000913 & bop27	"5'-methylthioadenosine/s-adenosylhomocysteine nucleosidase" || "5'-methylthioadenosine/s-adenosylhomocysteine nucleosidase"	nc_000913 || bop27		
NC_000913:179237..180754:CDS	nc_000913 & bop27	"deoxyguanosine triphosphate triphosphohydrolase" || "deoxyguanosine triphosphate triphosphohydrolase"	nc_000913 || bop27		
NC_000913:180884..182308:CDS	nc_000913 & bop27	"serine endoprotease (protease do), membrane-associated" || "serine endoprotease (protease do), membrane-associated"	nc_000913 || bop27		
NC_000913:182463..183620:CDS	nc_000913 & bop27	"carbohydrate diacid regulon transcriptional regulator; autoregulator" || "carbohydrate diacid regulon transcriptional regulator; autoregulator"	nc_000913 || bop27		
NC_000913:complement(183709..184095):CDS	nc_000913 & bop27	"upf0325 family protein" || "upf0325 family protein"	nc_000913 || bop27		
NC_000913:complement(184257..185069):CDS	nc_000913 & bop27	"phosphodiesterase with model substrate bis-pnpp" || "phosphodiesterase with model substrate bis-pnpp"	nc_000913 || bop27		
NC_000913:complement(185123..185947):CDS	nc_000913 & bop27	"2,3,4,5-tetrahydropyridine-2-carboxylate n-succinyltransferase" || "2,3,4,5-tetrahydropyridine-2-carboxylate n-succinyltransferase"	nc_000913 || bop27		
NC_000913:complement(185978..188650):CDS	nc_000913 & bop27	"uridylyltransferase" || "uridylyltransferase"	nc_000913 || bop27		
NC_000913:complement(188712..189506):CDS	nc_000913 & bop27	"methionine aminopeptidase" || "methionine aminopeptidase"	nc_000913 || bop27		
NC_000913:189712..189847:ncRNA	nc_000913 & bop27	"novel srna, function unknown" || "novel srna, function unknown"	nc_000913 || bop27		
